"Step","3i_350M_asura_ - Bench/LAMBADA_ppl","3i_350M_asura_ - Bench/LAMBADA_ppl__MIN","3i_350M_asura_ - Bench/LAMBADA_ppl__MAX","350M_baseline_QK_3eps - Bench/LAMBADA_ppl","350M_baseline_QK_3eps - Bench/LAMBADA_ppl__MIN","350M_baseline_QK_3eps - Bench/LAMBADA_ppl__MAX"
"313600","16.10127285754598","16.10127285754598","16.10127285754598","","",""
"315000","15.624381291836556","15.624381291836556","15.624381291836556","20.991728582590138","20.991728582590138","20.991728582590138"
"316400","15.699926442930606","15.699926442930606","15.699926442930606","","",""
"316500","","","","20.130274011750412","20.130274011750412","20.130274011750412"
"317800","15.917787932435939","15.917787932435939","15.917787932435939","","",""
"318000","","","","21.493328017712138","21.493328017712138","21.493328017712138"
"319200","16.73370679520634","16.73370679520634","16.73370679520634","","",""
"319500","","","","21.747281002836832","21.747281002836832","21.747281002836832"
"320600","15.393797673504764","15.393797673504764","15.393797673504764","","",""
"321000","","","","20.820022636810734","20.820022636810734","20.820022636810734"
"322000","15.173863698628555","15.173863698628555","15.173863698628555","","",""
"322500","","","","19.26389793362885","19.26389793362885","19.26389793362885"
"323400","15.730656752632703","15.730656752632703","15.730656752632703","","",""
"324000","","","","19.3799527184526","19.3799527184526","19.3799527184526"
"324800","15.739542402853294","15.739542402853294","15.739542402853294","","",""
"325500","","","","19.979852274864246","19.979852274864246","19.979852274864246"
"326200","15.679569594407782","15.679569594407782","15.679569594407782","","",""
"327000","","","","20.278470449072213","20.278470449072213","20.278470449072213"
"328500","","","","19.948280743835493","19.948280743835493","19.948280743835493"
"330000","","","","21.9359361885607","21.9359361885607","21.9359361885607"
"331500","","","","20.987670451061568","20.987670451061568","20.987670451061568"
"333000","","","","20.765812832322077","20.765812832322077","20.765812832322077"
"334500","","","","21.20772581313494","21.20772581313494","21.20772581313494"
"336000","","","","18.158808856840494","18.158808856840494","18.158808856840494"
"337500","","","","17.378912092690978","17.378912092690978","17.378912092690978"
"339000","","","","17.523822245699108","17.523822245699108","17.523822245699108"
"340500","","","","17.143556562789446","17.143556562789446","17.143556562789446"
"342000","","","","19.42460585645801","19.42460585645801","19.42460585645801"
"343500","","","","18.288399460942365","18.288399460942365","18.288399460942365"
"345000","","","","20.881686000479686","20.881686000479686","20.881686000479686"
"346500","","","","21.178939003827416","21.178939003827416","21.178939003827416"
"349500","","","","21.21669656429092","21.21669656429092","21.21669656429092"
"351000","","","","20.726008675275942","20.726008675275942","20.726008675275942"
"352500","","","","18.198695435945687","18.198695435945687","18.198695435945687"
"354000","","","","19.781911664499916","19.781911664499916","19.781911664499916"
"355500","","","","18.844452428016112","18.844452428016112","18.844452428016112"
"357000","","","","20.92971299508426","20.92971299508426","20.92971299508426"
"358500","","","","19.89041689634939","19.89041689634939","19.89041689634939"
"360000","","","","21.519899243886407","21.519899243886407","21.519899243886407"
"361500","","","","20.119034116477113","20.119034116477113","20.119034116477113"
"363000","","","","19.075044749539636","19.075044749539636","19.075044749539636"
"364500","","","","21.312044190074346","21.312044190074346","21.312044190074346"
"366000","","","","18.840492187444106","18.840492187444106","18.840492187444106"
"367500","","","","16.80017167054841","16.80017167054841","16.80017167054841"
"369000","","","","18.559286391418237","18.559286391418237","18.559286391418237"
"370500","","","","16.967565558174595","16.967565558174595","16.967565558174595"
"372000","","","","17.88269489707268","17.88269489707268","17.88269489707268"
"373500","","","","18.806921923494762","18.806921923494762","18.806921923494762"
"375000","","","","20.288323999252512","20.288323999252512","20.288323999252512"
"376500","","","","18.44243558633432","18.44243558633432","18.44243558633432"
"378000","","","","20.615357280872395","20.615357280872395","20.615357280872395"
"379500","","","","21.117263271335982","21.117263271335982","21.117263271335982"
"381000","","","","19.25248514033591","19.25248514033591","19.25248514033591"
"382500","","","","18.452855858731755","18.452855858731755","18.452855858731755"
"384000","","","","19.19332824661481","19.19332824661481","19.19332824661481"
"385500","","","","19.603951249684176","19.603951249684176","19.603951249684176"
"387000","","","","20.051901932335042","20.051901932335042","20.051901932335042"
"388500","","","","21.642155295804738","21.642155295804738","21.642155295804738"
"390000","","","","19.970481472203648","19.970481472203648","19.970481472203648"
"391500","","","","19.530740213616617","19.530740213616617","19.530740213616617"
"393000","","","","20.20720683933559","20.20720683933559","20.20720683933559"
"394500","","","","20.26886488038841","20.26886488038841","20.26886488038841"
"396000","","","","17.84475762979605","17.84475762979605","17.84475762979605"
"397500","","","","16.994218362495346","16.994218362495346","16.994218362495346"
"399000","","","","17.85861288188814","17.85861288188814","17.85861288188814"
"400500","","","","17.973589612207462","17.973589612207462","17.973589612207462"
"402000","","","","18.068911341870486","18.068911341870486","18.068911341870486"
"403500","","","","18.311272315043897","18.311272315043897","18.311272315043897"
"405000","","","","20.890432482361625","20.890432482361625","20.890432482361625"
"406500","","","","18.816469510239745","18.816469510239745","18.816469510239745"
"408000","","","","18.610235008172918","18.610235008172918","18.610235008172918"
"409500","","","","19.763480054838777","19.763480054838777","19.763480054838777"
"411000","","","","17.603515511682964","17.603515511682964","17.603515511682964"
"412500","","","","19.136956810606762","19.136956810606762","19.136956810606762"
"414000","","","","18.381487044859803","18.381487044859803","18.381487044859803"
"415500","","","","20.122373357097917","20.122373357097917","20.122373357097917"
"417000","","","","18.33514320672252","18.33514320672252","18.33514320672252"
"418500","","","","18.06507107581929","18.06507107581929","18.06507107581929"
"420000","","","","20.413090439899182","20.413090439899182","20.413090439899182"
"421500","","","","18.34401694618957","18.34401694618957","18.34401694618957"
"423000","","","","18.998576973660484","18.998576973660484","18.998576973660484"
"424500","","","","17.29638833757073","17.29638833757073","17.29638833757073"
"426000","","","","19.751336492580702","19.751336492580702","19.751336492580702"
"427500","","","","18.344948220347018","18.344948220347018","18.344948220347018"
"429000","","","","17.943798056467372","17.943798056467372","17.943798056467372"
"430500","","","","18.35817400289622","18.35817400289622","18.35817400289622"
"432000","","","","19.247050457147328","19.247050457147328","19.247050457147328"
"433500","","","","18.410280057538383","18.410280057538383","18.410280057538383"
"435000","","","","19.15043568792789","19.15043568792789","19.15043568792789"
"436500","","","","19.99214166169177","19.99214166169177","19.99214166169177"
"438000","","","","18.722761855983983","18.722761855983983","18.722761855983983"
"439500","","","","18.8524551244116","18.8524551244116","18.8524551244116"
"441000","","","","19.11469067063586","19.11469067063586","19.11469067063586"
"442500","","","","18.138780464639304","18.138780464639304","18.138780464639304"
"444000","","","","17.38795309147362","17.38795309147362","17.38795309147362"
"445500","","","","18.144358196472318","18.144358196472318","18.144358196472318"
"447000","","","","18.438076961566168","18.438076961566168","18.438076961566168"
"448500","","","","17.62316986060637","17.62316986060637","17.62316986060637"
"450000","","","","18.750929675236094","18.750929675236094","18.750929675236094"
"451500","","","","20.391757815043587","20.391757815043587","20.391757815043587"
"453000","","","","17.377713235277948","17.377713235277948","17.377713235277948"
"454500","","","","20.420467291541343","20.420467291541343","20.420467291541343"
"456000","","","","17.391307464540276","17.391307464540276","17.391307464540276"
"457500","","","","18.188730854164813","18.188730854164813","18.188730854164813"
"459000","","","","16.76830768351024","16.76830768351024","16.76830768351024"
"460500","","","","18.806542566664692","18.806542566664692","18.806542566664692"
"462000","","","","17.54282803618368","17.54282803618368","17.54282803618368"
"463500","","","","18.862640110479813","18.862640110479813","18.862640110479813"
"465000","","","","19.77257151883037","19.77257151883037","19.77257151883037"
"466500","","","","18.07224568770614","18.07224568770614","18.07224568770614"
"468000","","","","18.76706785540429","18.76706785540429","18.76706785540429"
"469500","","","","17.754974039713485","17.754974039713485","17.754974039713485"
"471000","","","","17.673673523036687","17.673673523036687","17.673673523036687"
"472500","","","","18.750175893115692","18.750175893115692","18.750175893115692"
"474000","","","","18.19242556024595","18.19242556024595","18.19242556024595"
"475500","","","","19.046631431552832","19.046631431552832","19.046631431552832"
"477000","","","","18.27788803572544","18.27788803572544","18.27788803572544"
"478500","","","","18.324549242542112","18.324549242542112","18.324549242542112"
"480000","","","","19.04407635042733","19.04407635042733","19.04407635042733"
"481500","","","","17.94319669345606","17.94319669345606","17.94319669345606"
"483000","","","","18.376631199044606","18.376631199044606","18.376631199044606"
"484500","","","","18.582836832292625","18.582836832292625","18.582836832292625"
"486000","","","","18.12238865289337","18.12238865289337","18.12238865289337"
"487500","","","","17.571882692108346","17.571882692108346","17.571882692108346"
"489000","","","","17.88936783184794","17.88936783184794","17.88936783184794"
"490500","","","","18.96652967754041","18.96652967754041","18.96652967754041"
"492000","","","","18.334259011443386","18.334259011443386","18.334259011443386"
"493500","","","","18.95146558799637","18.95146558799637","18.95146558799637"
"495000","","","","18.08159073034016","18.08159073034016","18.08159073034016"
"496500","","","","18.64515118629472","18.64515118629472","18.64515118629472"
"498000","","","","17.970243084129574","17.970243084129574","17.970243084129574"
"499500","","","","18.440828570975995","18.440828570975995","18.440828570975995"
"501000","","","","18.857115180176596","18.857115180176596","18.857115180176596"
"502500","","","","17.6614185069355","17.6614185069355","17.6614185069355"
"504000","","","","18.06953125793086","18.06953125793086","18.06953125793086"
"505500","","","","18.578417078716473","18.578417078716473","18.578417078716473"
"507000","","","","19.61960991729609","19.61960991729609","19.61960991729609"
"508500","","","","17.603396454948832","17.603396454948832","17.603396454948832"
"510000","","","","20.534771458084407","20.534771458084407","20.534771458084407"
"511500","","","","18.072381133593137","18.072381133593137","18.072381133593137"
"513000","","","","18.588776351918945","18.588776351918945","18.588776351918945"
"514500","","","","18.968797886713208","18.968797886713208","18.968797886713208"
"516000","","","","16.42216523222291","16.42216523222291","16.42216523222291"
"517500","","","","18.0936039231658","18.0936039231658","18.0936039231658"
"519000","","","","17.413210767387245","17.413210767387245","17.413210767387245"
"522000","","","","17.842543308845663","17.842543308845663","17.842543308845663"
"523500","","","","18.641980134514384","18.641980134514384","18.641980134514384"
"525000","","","","19.62708429907738","19.62708429907738","19.62708429907738"
"526500","","","","18.270755516360957","18.270755516360957","18.270755516360957"
"528000","","","","19.080991860731228","19.080991860731228","19.080991860731228"
"529500","","","","18.05356853891617","18.05356853891617","18.05356853891617"
"531000","","","","18.74162334425136","18.74162334425136","18.74162334425136"
"532500","","","","17.811543908333636","17.811543908333636","17.811543908333636"
"534000","","","","18.07797024512009","18.07797024512009","18.07797024512009"
"535500","","","","17.61061199642411","17.61061199642411","17.61061199642411"
"537000","","","","18.743585033145443","18.743585033145443","18.743585033145443"
"538500","","","","17.101215632588033","17.101215632588033","17.101215632588033"
"540000","","","","19.348282241849816","19.348282241849816","19.348282241849816"
"541500","","","","18.136375956127324","18.136375956127324","18.136375956127324"
"543000","","","","17.9311974520486","17.9311974520486","17.9311974520486"
"544500","","","","19.678211635959546","19.678211635959546","19.678211635959546"
"546000","","","","17.001649330358024","17.001649330358024","17.001649330358024"
"547500","","","","17.924950415117955","17.924950415117955","17.924950415117955"
"549000","","","","17.566509657538685","17.566509657538685","17.566509657538685"
"550500","","","","16.566433933629902","16.566433933629902","16.566433933629902"
"552000","","","","17.050122910363473","17.050122910363473","17.050122910363473"
"553500","","","","16.77475244591717","16.77475244591717","16.77475244591717"
"555000","","","","18.18641267355441","18.18641267355441","18.18641267355441"
"556500","","","","16.912233329048547","16.912233329048547","16.912233329048547"
"558000","","","","18.0229336402565","18.0229336402565","18.0229336402565"
"559500","","","","18.811662524228367","18.811662524228367","18.811662524228367"
"561000","","","","18.44074098316147","18.44074098316147","18.44074098316147"
"562500","","","","17.98212819914467","17.98212819914467","17.98212819914467"
"564000","","","","17.362120034875336","17.362120034875336","17.362120034875336"
"565500","","","","17.344299990472013","17.344299990472013","17.344299990472013"
"567000","","","","18.32080155461711","18.32080155461711","18.32080155461711"
"568500","","","","16.319410733286833","16.319410733286833","16.319410733286833"
"570000","","","","18.371884677749094","18.371884677749094","18.371884677749094"
"571500","","","","18.961720515674955","18.961720515674955","18.961720515674955"
"573000","","","","17.813201052262915","17.813201052262915","17.813201052262915"
"574500","","","","18.565237239966415","18.565237239966415","18.565237239966415"
"576000","","","","16.960425858537594","16.960425858537594","16.960425858537594"
"577500","","","","17.699197967094754","17.699197967094754","17.699197967094754"
"579000","","","","18.010726304672843","18.010726304672843","18.010726304672843"
"580500","","","","16.648351412916252","16.648351412916252","16.648351412916252"
"582000","","","","17.399384877534796","17.399384877534796","17.399384877534796"
"583500","","","","16.565015501425968","16.565015501425968","16.565015501425968"
"585000","","","","17.224920080769188","17.224920080769188","17.224920080769188"
"586500","","","","16.899554122407466","16.899554122407466","16.899554122407466"
"588000","","","","18.323121347834686","18.323121347834686","18.323121347834686"
"589500","","","","17.530447956867807","17.530447956867807","17.530447956867807"
"591000","","","","17.331945666832322","17.331945666832322","17.331945666832322"
"592500","","","","18.056503370347063","18.056503370347063","18.056503370347063"
"594000","","","","16.785151725577737","16.785151725577737","16.785151725577737"
"595500","","","","18.209967871511495","18.209967871511495","18.209967871511495"
"597000","","","","17.981780281908073","17.981780281908073","17.981780281908073"
"598500","","","","18.646919237667554","18.646919237667554","18.646919237667554"
"600000","","","","18.28378444386569","18.28378444386569","18.28378444386569"
"601500","","","","17.805789777005987","17.805789777005987","17.805789777005987"
"603000","","","","17.214909180123776","17.214909180123776","17.214909180123776"
"604500","","","","18.521400600054328","18.521400600054328","18.521400600054328"
"606000","","","","17.91151005878111","17.91151005878111","17.91151005878111"
"607500","","","","16.223612005461355","16.223612005461355","16.223612005461355"
"609000","","","","18.20124197747297","18.20124197747297","18.20124197747297"
"610500","","","","18.592837178060797","18.592837178060797","18.592837178060797"
"612000","","","","17.975039609516013","17.975039609516013","17.975039609516013"
"613500","","","","17.050237619293533","17.050237619293533","17.050237619293533"
"615000","","","","17.384411676337546","17.384411676337546","17.384411676337546"
"616500","","","","18.552498987910404","18.552498987910404","18.552498987910404"
"618000","","","","17.874768382812277","17.874768382812277","17.874768382812277"
"619500","","","","16.57659843621234","16.57659843621234","16.57659843621234"
"621000","","","","16.88962909378053","16.88962909378053","16.88962909378053"
"622500","","","","17.825459779082763","17.825459779082763","17.825459779082763"
"624000","","","","18.277308706874344","18.277308706874344","18.277308706874344"
"625500","","","","18.76086326255513","18.76086326255513","18.76086326255513"
"627000","","","","18.23954478411076","18.23954478411076","18.23954478411076"
"628500","","","","18.96421614100462","18.96421614100462","18.96421614100462"
"630000","","","","17.951982592164207","17.951982592164207","17.951982592164207"
"631500","","","","17.85281272442866","17.85281272442866","17.85281272442866"
"633000","","","","17.301979797257747","17.301979797257747","17.301979797257747"
"634500","","","","18.133527050352853","18.133527050352853","18.133527050352853"
"636000","","","","18.39648957694361","18.39648957694361","18.39648957694361"
"637500","","","","16.100751266143465","16.100751266143465","16.100751266143465"
"639000","","","","18.309250583151908","18.309250583151908","18.309250583151908"
"640500","","","","17.596889279909373","17.596889279909373","17.596889279909373"
"642000","","","","18.274069263469638","18.274069263469638","18.274069263469638"
"643500","","","","17.063269374607856","17.063269374607856","17.063269374607856"
"646500","","","","16.675549737549645","16.675549737549645","16.675549737549645"
"648000","","","","17.641526752350394","17.641526752350394","17.641526752350394"
"649500","","","","18.574650581753325","18.574650581753325","18.574650581753325"
"651000","","","","17.60129537162479","17.60129537162479","17.60129537162479"
"652500","","","","17.084261629019363","17.084261629019363","17.084261629019363"
"654000","","","","17.517221135806018","17.517221135806018","17.517221135806018"
"655500","","","","17.85093020250608","17.85093020250608","17.85093020250608"
"657000","","","","17.35412919259678","17.35412919259678","17.35412919259678"
"658500","","","","16.81203418357715","16.81203418357715","16.81203418357715"
"660000","","","","17.53997119000124","17.53997119000124","17.53997119000124"
"661500","","","","17.738483536245997","17.738483536245997","17.738483536245997"
"663000","","","","18.35615263686486","18.35615263686486","18.35615263686486"
"666000","","","","16.410301748451324","16.410301748451324","16.410301748451324"
"667500","","","","18.727242012194","18.727242012194","18.727242012194"
"669000","","","","16.91106210782035","16.91106210782035","16.91106210782035"
"670500","","","","16.70052780376297","16.70052780376297","16.70052780376297"
"672000","","","","18.143696385722606","18.143696385722606","18.143696385722606"
"673500","","","","17.665151936401163","17.665151936401163","17.665151936401163"
"675000","","","","17.299939484200777","17.299939484200777","17.299939484200777"
"676500","","","","17.460445645691077","17.460445645691077","17.460445645691077"
"678000","","","","17.441619386836194","17.441619386836194","17.441619386836194"
"679500","","","","19.211760258119728","19.211760258119728","19.211760258119728"
"681000","","","","18.134978297442466","18.134978297442466","18.134978297442466"
"682500","","","","17.896623537306862","17.896623537306862","17.896623537306862"
"684000","","","","18.83746841813535","18.83746841813535","18.83746841813535"
"685500","","","","17.072316279301237","17.072316279301237","17.072316279301237"
"687000","","","","17.327782685723342","17.327782685723342","17.327782685723342"
"688500","","","","17.956118902684807","17.956118902684807","17.956118902684807"
"690000","","","","17.214753092711632","17.214753092711632","17.214753092711632"
"691500","","","","17.25150496181686","17.25150496181686","17.25150496181686"
"693000","","","","16.85773985048538","16.85773985048538","16.85773985048538"
"694500","","","","17.489027754242333","17.489027754242333","17.489027754242333"
"696000","","","","17.58018078004126","17.58018078004126","17.58018078004126"
"697500","","","","17.16071870421402","17.16071870421402","17.16071870421402"
"699000","","","","17.97995784656849","17.97995784656849","17.97995784656849"
"700500","","","","16.71027322619531","16.71027322619531","16.71027322619531"
"702000","","","","17.84800352152684","17.84800352152684","17.84800352152684"
"703500","","","","16.961032856231263","16.961032856231263","16.961032856231263"
"705000","","","","16.969151215092843","16.969151215092843","16.969151215092843"
"706500","","","","17.514153957241263","17.514153957241263","17.514153957241263"
"708000","","","","17.39610528776483","17.39610528776483","17.39610528776483"
"709500","","","","18.554727792670985","18.554727792670985","18.554727792670985"
"711000","","","","17.639366377910882","17.639366377910882","17.639366377910882"
"712500","","","","17.65876468481931","17.65876468481931","17.65876468481931"
"714000","","","","16.757308392814053","16.757308392814053","16.757308392814053"
"715500","","","","17.386398523834952","17.386398523834952","17.386398523834952"
"717000","","","","17.97595710206947","17.97595710206947","17.97595710206947"
"718500","","","","17.226623239133193","17.226623239133193","17.226623239133193"
"720000","","","","17.39955005827248","17.39955005827248","17.39955005827248"
"721500","","","","17.23153166416182","17.23153166416182","17.23153166416182"
"723000","","","","19.096369205464423","19.096369205464423","19.096369205464423"
"724500","","","","18.148250086858074","18.148250086858074","18.148250086858074"
"726000","","","","16.744026486067465","16.744026486067465","16.744026486067465"
"727500","","","","17.101615585734624","17.101615585734624","17.101615585734624"
"729000","","","","17.030499562106534","17.030499562106534","17.030499562106534"
"730500","","","","16.548250654118643","16.548250654118643","16.548250654118643"
"732000","","","","16.912705486148596","16.912705486148596","16.912705486148596"
"733500","","","","16.03773001609107","16.03773001609107","16.03773001609107"
"735000","","","","17.991178967650605","17.991178967650605","17.991178967650605"
"736500","","","","16.331235880579737","16.331235880579737","16.331235880579737"
"738000","","","","17.550532308049906","17.550532308049906","17.550532308049906"
"739500","","","","17.88541224238464","17.88541224238464","17.88541224238464"
"741000","","","","16.999708262637206","16.999708262637206","16.999708262637206"
"742500","","","","17.89358636067594","17.89358636067594","17.89358636067594"
"744000","","","","16.423481073286613","16.423481073286613","16.423481073286613"
"745500","","","","17.658835172140392","17.658835172140392","17.658835172140392"
"747000","","","","17.77578514003739","17.77578514003739","17.77578514003739"
"748500","","","","17.56043647298905","17.56043647298905","17.56043647298905"
"750000","","","","17.95041501778795","17.95041501778795","17.95041501778795"
"751500","","","","16.844896089992098","16.844896089992098","16.844896089992098"
"753000","","","","16.607860840580962","16.607860840580962","16.607860840580962"
"754500","","","","16.515716376634924","16.515716376634924","16.515716376634924"
"756000","","","","17.708386762655824","17.708386762655824","17.708386762655824"
"757500","","","","17.262400684397225","17.262400684397225","17.262400684397225"
"759000","","","","17.75641738956097","17.75641738956097","17.75641738956097"
"760500","","","","17.28612767150425","17.28612767150425","17.28612767150425"
"762000","","","","17.098721327092832","17.098721327092832","17.098721327092832"
"763500","","","","16.439461550509524","16.439461550509524","16.439461550509524"
"765000","","","","17.153750989472467","17.153750989472467","17.153750989472467"
"766500","","","","16.02678415723624","16.02678415723624","16.02678415723624"
"768000","","","","17.199255086664547","17.199255086664547","17.199255086664547"
"769500","","","","17.202202732278735","17.202202732278735","17.202202732278735"
"771000","","","","17.470754221250395","17.470754221250395","17.470754221250395"
"772500","","","","16.667972414132183","16.667972414132183","16.667972414132183"
"774000","","","","16.125680947648515","16.125680947648515","16.125680947648515"
"775500","","","","17.025757601542896","17.025757601542896","17.025757601542896"
"777000","","","","17.33110451254937","17.33110451254937","17.33110451254937"
"778500","","","","16.731986870641574","16.731986870641574","16.731986870641574"
"780000","","","","17.283592679534998","17.283592679534998","17.283592679534998"
"781500","","","","17.361243383252997","17.361243383252997","17.361243383252997"
"783000","","","","18.372919538810706","18.372919538810706","18.372919538810706"
"784500","","","","17.465472722382103","17.465472722382103","17.465472722382103"
"786000","","","","16.703131296401757","16.703131296401757","16.703131296401757"
"789000","","","","17.010451906328893","17.010451906328893","17.010451906328893"
"790500","","","","17.881270510479915","17.881270510479915","17.881270510479915"
"792000","","","","17.8288608582855","17.8288608582855","17.8288608582855"
"793500","","","","16.508518670634317","16.508518670634317","16.508518670634317"
"795000","","","","16.98249603608365","16.98249603608365","16.98249603608365"
"796500","","","","17.612697398356943","17.612697398356943","17.612697398356943"
"798000","","","","16.835942478904183","16.835942478904183","16.835942478904183"
"799500","","","","18.197021612579007","18.197021612579007","18.197021612579007"
"801000","","","","17.550066457830834","17.550066457830834","17.550066457830834"
"802500","","","","16.906065948670918","16.906065948670918","16.906065948670918"
"804000","","","","16.150243396038732","16.150243396038732","16.150243396038732"
"805500","","","","16.9151244713781","16.9151244713781","16.9151244713781"
"807000","","","","17.37391780204118","17.37391780204118","17.37391780204118"
"808500","","","","17.370569869238402","17.370569869238402","17.370569869238402"
"810000","","","","17.371078483822572","17.371078483822572","17.371078483822572"
"811500","","","","17.26680994341686","17.26680994341686","17.26680994341686"
"813000","","","","18.527391036003067","18.527391036003067","18.527391036003067"
"814500","","","","17.768819615744736","17.768819615744736","17.768819615744736"
"816000","","","","17.202514884683865","17.202514884683865","17.202514884683865"
"817500","","","","17.15319723378983","17.15319723378983","17.15319723378983"
"819000","","","","17.13033363202885","17.13033363202885","17.13033363202885"
"820500","","","","17.09610710216485","17.09610710216485","17.09610710216485"
"822000","","","","16.62857112428945","16.62857112428945","16.62857112428945"
"823500","","","","16.01225304393332","16.01225304393332","16.01225304393332"
"825000","","","","16.99384200562761","16.99384200562761","16.99384200562761"
"826500","","","","16.520764386971436","16.520764386971436","16.520764386971436"
"828000","","","","17.02166261971635","17.02166261971635","17.02166261971635"
"829500","","","","17.5133341422557","17.5133341422557","17.5133341422557"
"831000","","","","16.906190601871494","16.906190601871494","16.906190601871494"
"832500","","","","17.530757344559863","17.530757344559863","17.530757344559863"
"834000","","","","16.586975659676668","16.586975659676668","16.586975659676668"
"835500","","","","21.145883721702635","21.145883721702635","21.145883721702635"
"837000","","","","26.172879458193293","26.172879458193293","26.172879458193293"
"838500","","","","18.33725652256565","18.33725652256565","18.33725652256565"
"840000","","","","25.84471229827064","25.84471229827064","25.84471229827064"
"841500","","","","18.035351975213594","18.035351975213594","18.035351975213594"
"843000","","","","17.324908737134315","17.324908737134315","17.324908737134315"
"844500","","","","18.076187947415736","18.076187947415736","18.076187947415736"
"846000","","","","17.83146843274822","17.83146843274822","17.83146843274822"
"847500","","","","16.703973134006272","16.703973134006272","16.703973134006272"
"849000","","","","16.76717711326674","16.76717711326674","16.76717711326674"
"850500","","","","17.128972824211196","17.128972824211196","17.128972824211196"
"852000","","","","18.22904206014317","18.22904206014317","18.22904206014317"
"853500","","","","17.573180753344186","17.573180753344186","17.573180753344186"
"855000","","","","17.322278396155376","17.322278396155376","17.322278396155376"
"856500","","","","18.30062006942446","18.30062006942446","18.30062006942446"
"858000","","","","17.40991795160395","17.40991795160395","17.40991795160395"
"859500","","","","17.202389880413453","17.202389880413453","17.202389880413453"
"861000","","","","16.600349372206985","16.600349372206985","16.600349372206985"
"862500","","","","17.63722308492447","17.63722308492447","17.63722308492447"
"864000","","","","17.02748846277569","17.02748846277569","17.02748846277569"
"865500","","","","16.810675464014214","16.810675464014214","16.810675464014214"
"867000","","","","25.05444184084303","25.05444184084303","25.05444184084303"
"868500","","","","22.914881746443115","22.914881746443115","22.914881746443115"
"870000","","","","28.800230622262028","28.800230622262028","28.800230622262028"
"871500","","","","18.228464765289594","18.228464765289594","18.228464765289594"
"873000","","","","17.351857061338574","17.351857061338574","17.351857061338574"
"874500","","","","18.01843597987032","18.01843597987032","18.01843597987032"
"876000","","","","17.56196645506496","17.56196645506496","17.56196645506496"
"877500","","","","16.805909414099737","16.805909414099737","16.805909414099737"
"879000","","","","17.014531595505357","17.014531595505357","17.014531595505357"
"880500","","","","17.378707843163642","17.378707843163642","17.378707843163642"
"882000","","","","18.674518675522187","18.674518675522187","18.674518675522187"
"883500","","","","17.74830235880776","17.74830235880776","17.74830235880776"
"885000","","","","16.93645994668876","16.93645994668876","16.93645994668876"
"886500","","","","17.5983691801128","17.5983691801128","17.5983691801128"
"888000","","","","16.713730168333747","16.713730168333747","16.713730168333747"
"889500","","","","17.334227407144848","17.334227407144848","17.334227407144848"
"891000","","","","18.0425306517337","18.0425306517337","18.0425306517337"
"892500","","","","17.054032132868976","17.054032132868976","17.054032132868976"
"894000","","","","16.87476587059511","16.87476587059511","16.87476587059511"
"895500","","","","16.803084207378895","16.803084207378895","16.803084207378895"
"897000","","","","17.412185723687166","17.412185723687166","17.412185723687166"
"898500","","","","17.20077927094726","17.20077927094726","17.20077927094726"
"900000","","","","17.010149182654683","17.010149182654683","17.010149182654683"
"901500","","","","17.625137963357858","17.625137963357858","17.625137963357858"
"903000","","","","17.945543600451607","17.945543600451607","17.945543600451607"
"904500","","","","17.420499288774273","17.420499288774273","17.420499288774273"
"906000","","","","16.750563895287513","16.750563895287513","16.750563895287513"
"907500","","","","16.29587529364649","16.29587529364649","16.29587529364649"
"909000","","","","18.242260715520665","18.242260715520665","18.242260715520665"
"910500","","","","17.335622898691632","17.335622898691632","17.335622898691632"
"912000","","","","17.969700111713166","17.969700111713166","17.969700111713166"
"913500","","","","16.663413501615192","16.663413501615192","16.663413501615192"
"915000","","","","16.998440581837254","16.998440581837254","16.998440581837254"
"916500","","","","17.79144292552132","17.79144292552132","17.79144292552132"
"918000","","","","17.373082533177975","17.373082533177975","17.373082533177975"
"919500","","","","18.18346243464042","18.18346243464042","18.18346243464042"
"921000","","","","17.626975273303515","17.626975273303515","17.626975273303515"
"922500","","","","17.763958239207987","17.763958239207987","17.763958239207987"
"924000","","","","16.479814832187103","16.479814832187103","16.479814832187103"
"925500","","","","36.022107275819806","36.022107275819806","36.022107275819806"
"927000","","","","40.68130533283913","40.68130533283913","40.68130533283913"
"928500","","","","38.90042957713865","38.90042957713865","38.90042957713865"
"930000","","","","43.770135262730555","43.770135262730555","43.770135262730555"
"931500","","","","18.376726644783272","18.376726644783272","18.376726644783272"
"933000","","","","17.837247447474233","17.837247447474233","17.837247447474233"
"934500","","","","18.2756614219829","18.2756614219829","18.2756614219829"
"936000","","","","17.514603502649642","17.514603502649642","17.514603502649642"
"937500","","","","17.0965556374109","17.0965556374109","17.0965556374109"
"939000","","","","17.034399947447604","17.034399947447604","17.034399947447604"
"940500","","","","17.823892063544342","17.823892063544342","17.823892063544342"
"942000","","","","18.389343992727646","18.389343992727646","18.389343992727646"
"943500","","","","17.51208769042191","17.51208769042191","17.51208769042191"
"945000","","","","17.096800261140622","17.096800261140622","17.096800261140622"
"946500","","","","17.811947710217158","17.811947710217158","17.811947710217158"
"948000","","","","17.391940286095927","17.391940286095927","17.391940286095927"
"949500","","","","17.160921153985498","17.160921153985498","17.160921153985498"
"951000","","","","18.025526791203937","18.025526791203937","18.025526791203937"
"952500","","","","16.69046691162284","16.69046691162284","16.69046691162284"
"954000","","","","17.193811480988003","17.193811480988003","17.193811480988003"
